id	effectiveTime	active	moduleId	refsetId	referencedComponentId	attributeDescription	attributeType	attributeOrder
695f0393-0642-57a1-b075-f02f36871ffa	20020131	1	900000000000207008	900000000000456007	447563008	900000000000500006	900000000000461009	0
6b0771ae-3e22-56ec-b196-0c9bb219bd30	20020131	1	900000000000207008	900000000000456007	900000000000497000	900000000000499002	900000000000465000	1
73954f10-c313-55f4-90b4-82f161e5f8d6	20020131	1	900000000000207008	900000000000456007	900000000000490003	449608002	900000000000462002	0
8561568a-c56c-4b02-aaff-05e581606ebf	20140131	1	900000000000207008	900000000000456007	900000000000531004	900000000000533001	900000000000460005	1
85cc1c27-3a9f-5859-a1c5-7522b51ed528	20130731	1	449080006	900000000000456007	447562003	900000000000502003	900000000000478000	2
89aa39de-d0a8-5879-9ea6-79a88e6d65de	20020131	1	900000000000207008	900000000000456007	900000000000526001	900000000000532006	900000000000460005	0
8bc8366e-7cf1-55ef-9f90-872183466155	20020131	1	900000000000207008	900000000000456007	900000000000524003	900000000000533001	900000000000460005	1
9593e365-0182-5d93-be5b-73c1d5f5bc97	20140901	1	731000124108	900000000000456007	442311000124105	900000000000461009	900000000000461009	0
961d70f6-d5d8-5389-ad86-e9bb1a04df84	20140901	1	449080006	900000000000456007	6011000124106	900000000000501005	900000000000478000	1
9a85bfeb-05fd-4617-88a0-b618ab92522d	20140131	1	900000000000207008	900000000000456007	900000000000531004	900000000000532006	900000000000460005	0
9d939ce5-d00f-55a4-ba11-bebcb0903274	20020131	1	900000000000207008	900000000000456007	900000000000538005	900000000000539002	900000000000461009	1
9eed7b82-3c3b-521b-b42c-46b09a3ba408	20130731	1	449080006	900000000000456007	447562003	900000000000504002	900000000000465000	4
a0d5c6dc-0a18-52cd-bf3f-2ee214002e71	20020131	1	900000000000207008	900000000000456007	900000000000522004	900000000000533001	900000000000460005	1
a2afb641-e1c2-565e-a748-f4b3c7e9f146	20020131	1	900000000000207008	900000000000456007	900000000000524003	900000000000532006	900000000000460005	0
a6417d6f-5a66-5039-8e94-698d28a4da46	20020131	1	900000000000207008	900000000000456007	446608001	900000000000500006	900000000000461009	0
a6ea87e3-b5eb-56b8-b68e-be24b6dfaf8f	20020131	1	900000000000207008	900000000000456007	900000000000509007	900000000000511003	900000000000461009	1
ad911b65-3425-508f-96e6-75ee0f8d0472	20130731	1	449080006	900000000000456007	447562003	609330002	900000000000461009	7
aee0e3e2-aa89-5a76-9e6f-3ea574434648	20130731	1	449080006	900000000000456007	447562003	900000000000501005	900000000000478000	1
b16f6ba2-e487-521f-aaab-ee1ca85c3eaf	20020131	1	900000000000207008	900000000000456007	900000000000489007	449608002	900000000000461009	0
b552d838-8039-55d7-b988-db499dcbf926	20140901	1	449080006	900000000000456007	6011000124106	900000000000502003	900000000000478000	2
ba16af1e-b670-5c5b-9e23-6d13f5b15094	20140901	1	449080006	900000000000456007	6011000124106	900000000000503008	900000000000466004	3
bbf29d58-0261-56ff-9e00-499d1144d409	20020131	1	900000000000207008	900000000000456007	900000000000490003	900000000000493001	900000000000461009	1
bbfcaf7c-ea7d-5cde-b019-49ed20a86c38	20020131	1	900000000000207008	900000000000456007	900000000000498005	900000000000500006	900000000000461009	0
c6234a3e-15c0-5453-b4b2-4e3e49758d1f	20020131	1	900000000000207008	900000000000456007	900000000000489007	900000000000481005	900000000000461009	1
ca083ad0-bc5b-5b7b-9641-e3c016af290d	20130731	1	449080006	900000000000456007	447562003	447247004	900000000000461009	6
cb4d63ba-72f4-5904-9876-83626032e610	20020131	1	900000000000207008	900000000000456007	900000000000456007	900000000000459000	900000000000461009	2
d4759302-3afb-565d-b627-17c78e060134	20130731	1	449080006	900000000000456007	447562003	900000000000500006	900000000000461009	0
d6663b5c-e76c-5fb2-ace3-1a668cd874cd	20020131	1	900000000000207008	900000000000456007	447563008	900000000000502003	900000000000478000	2
d6cc4162-018b-4c3f-bbba-a9c08cecda85	20140731	1	900000000000207008	900000000000456007	467614008	900000000000505001	900000000000465000	1
d7428912-7544-5a88-abda-ef7c1e44c786	20130731	1	449080006	900000000000456007	447562003	900000000000503008	900000000000465000	3
d9f6fb4b-1b3e-5d3f-8faa-afa66fffaf13	20140901	1	449080006	900000000000456007	6011000124106	447247004	900000000000461009	6
db2496c8-7990-523e-8d16-f8537f5fd599	20020131	1	900000000000207008	900000000000456007	900000000000497000	900000000000500006	900000000000461009	0
dd24e563-e194-5a3e-a251-8a5ccf5d8820	20020131	1	900000000000207008	900000000000456007	900000000000538005	900000000000544009	900000000000478000	2
e2945a05-7b66-5931-b6cd-d5fa9a4b917b	20140901	1	449080006	900000000000456007	6011000124106	900000000000504002	900000000000466004	4
e6283035-2e04-5292-a745-929e03a39735	20130731	1	449080006	900000000000456007	447562003	900000000000505001	900000000000465000	5
e713edbc-ffbb-59b6-bf01-7b550c0b4321	20020131	1	900000000000207008	900000000000456007	900000000000456007	900000000000458008	900000000000461009	1
e73fdb92-3838-5447-88d7-ea70d09c1cba	20020131	1	900000000000207008	900000000000456007	900000000000498005	900000000000499002	900000000000465000	1
e85f4d73-ad48-55d6-bbb5-b5769301f12c	20020131	1	900000000000207008	900000000000456007	447563008	900000000000504002	900000000000465000	4
e8f00a4a-0a0c-5f92-a801-354f23625f17	20020131	1	900000000000207008	900000000000456007	900000000000538005	900000000000462002	900000000000461009	0
eb9ea963-215e-59a8-a3fc-a41c2e5702f7	20020131	1	900000000000207008	900000000000456007	900000000000527005	900000000000533001	900000000000460005	1
ef2a6d96-b1b8-56fb-b7d1-36a972325892	20140901	1	449080006	900000000000456007	6011000124106	900000000000505001	900000000000466004	5
f135da11-add3-52ce-b4a3-e23fe76108f6	20020131	1	900000000000207008	900000000000456007	900000000000456007	449608002	900000000000461009	0
f7dbf8df-a256-57d6-a775-0d3e9dec67f4	20020131	1	900000000000207008	900000000000456007	447565001	449608002	900000000000461009	0
