id	effectiveTime	active	moduleId	conceptId	languageCode	typeId	term	caseSignificanceId
100432014	20020131	0	900000000000207008	60442001	en	900000000000013009	Perforation of ear drum, NOS	900000000000020002
100433016	20020131	1	900000000000207008	60442001	en	900000000000013009	Perforation of ear drum	900000000000020002
100470013	20020131	1	900000000000207008	60471000	en	900000000000013009	Sodium compound	900000000000020002
100471012	20020131	0	900000000000207008	60471000	en	900000000000013009	Sodium compound, NOS	900000000000020002
100477011	20020131	1	900000000000207008	60475009	en	900000000000013009	Congenital anomaly of limb	900000000000020002
100478018	20020131	0	900000000000207008	60475009	en	900000000000013009	Congenital anomaly of limb, NOS	900000000000020002
100479014	20020131	0	900000000000207008	60475009	en	900000000000013009	Congenital deformity of limb, NOS	900000000000020002
100480012	20020131	1	900000000000207008	60475009	en	900000000000013009	Congenital deformity of limb	900000000000020002
100508017	20020131	1	900000000000207008	60492000	en	900000000000013009	Disorder of ligament	900000000000020002
100509013	20020131	0	900000000000207008	60492000	en	900000000000013009	Disorder of ligament, NOS	900000000000020002
10051000124112	20120301	1	731000124108	3621000124104	en	900000000000013009	Escherichia coli, serotype O116:Nonmotile	900000000000017005
100565016	20020131	1	900000000000207008	60530008	en	900000000000013009	Aldehyde	900000000000020002
100566015	20020131	0	900000000000207008	60530008	en	900000000000013009	Aldehyde, NOS	900000000000020002
10061000124114	20120901	0	731000124108	3621000124104	en	900000000000013009	Serotype O116:Nonmotile	900000000000448009
100685010	20040731	0	900000000000207008	60600009	en	900000000000013009	Disease of the larynx	900000000000020002
100686011	20020131	0	900000000000207008	60600009	en	900000000000013009	Disease of the larynx, NOS	900000000000020002
10071000124119	20120301	1	731000124108	3631000124101	en	900000000000003001	Escherichia coli, serotype O116:H21 (organism)	900000000000017005
100732010	20020131	1	900000000000207008	60631002	en	900000000000013009	Alpha-hemolytic streptococcus	900000000000017005
100767010	20020131	1	900000000000207008	60654006	en	900000000000013009	Radiologic examination of abdomen	900000000000020002
100768017	20020131	0	900000000000207008	60654006	en	900000000000013009	Radiologic examination of abdomen, NOS	900000000000020002
100769013	20020131	0	900000000000207008	60654006	en	900000000000013009	X-ray of abdomen, NOS	900000000000020002
100770014	20020131	0	900000000000207008	60654006	en	900000000000013009	Radiologic procedure on abdomen, NOS	900000000000020002
100771013	20020131	1	900000000000207008	60654006	en	900000000000013009	X-ray of abdomen	900000000000017005
100772018	20020131	1	900000000000207008	60654006	en	900000000000013009	Radiologic procedure on abdomen	900000000000020002
100775016	20020131	1	900000000000207008	60656008	en	900000000000013009	Corneal transplant	900000000000020002
100776015	20020131	0	900000000000207008	60656008	en	900000000000013009	Corneal transplant, NOS	900000000000020002
100777012	20020131	0	900000000000207008	60656008	en	900000000000013009	Grafting of cornea, NOS	900000000000020002
100778019	20020131	1	900000000000207008	60656008	en	900000000000013009	Grafting of cornea	900000000000020002
100797019	20020131	1	900000000000207008	60667009	en	900000000000013009	Closed fracture of rib	900000000000020002
100798012	20020131	0	900000000000207008	60667009	en	900000000000013009	Closed fracture of rib, NOS	900000000000020002
10081000124116	20120301	1	731000124108	3631000124101	en	900000000000013009	Escherichia coli, serotype O116:H21	900000000000017005
100830013	20020131	1	900000000000207008	60689008	en	900000000000013009	Home care of patient	900000000000020002
100831012	20020131	0	900000000000207008	60689008	en	900000000000013009	Home care of patient, NOS	900000000000020002
10091000119116	20120301	1	731000124108	1271000119102	en	900000000000003001	History of Hodgkin's lymphoma (situation)	900000000000448009
10091000124118	20120901	0	731000124108	3631000124101	en	900000000000013009	Serotype O116:H21	900000000000448009
100918015	20020131	1	900000000000207008	60737008	en	900000000000013009	Iron overload	900000000000020002
100919011	20020131	0	900000000000207008	60737008	en	900000000000013009	Iron overload, NOS	900000000000020002
100920017	20020131	1	900000000000207008	60737008	en	900000000000013009	Increased storage iron	900000000000020002
100921018	20020131	1	900000000000207008	60737008	en	900000000000013009	Iron excess	900000000000020002
10099016	20020131	1	900000000000207008	5447007	en	900000000000013009	Transfusion	900000000000020002
101000119118	20120901	1	731000124108	21000119103	en	900000000000013009	Asymptomatic carotid artery stenosis	900000000000448009
10100012	20020131	0	900000000000207008	5447007	en	900000000000013009	Transfusion, NOS	900000000000020002
101000124115	20110301	1	731000124108	41000124107	en	900000000000003001	Myotis keeni (organism)	900000000000017005
10101000119114	20120301	1	731000124108	1271000119102	en	900000000000013009	History of Hodgkin's lymphoma	900000000000448009
10101000124112	20120901	0	731000124108	3641000124106	en	900000000000003001	Escherichia coli, serogroup O115 (organism)	900000000000017005
10111000124110	20120901	0	731000124108	3641000124106	en	900000000000013009	Escherichia coli, serogroup O115	900000000000017005
10121000124119	20120901	0	731000124108	3641000124106	en	900000000000013009	Serogroup O115	900000000000448009
10127011	20020131	1	900000000000207008	5468008	en	900000000000013009	Fracture, multiple	900000000000020002
10128018	20020131	0	900000000000207008	5468008	en	900000000000013009	Fracture, multiple, NOS	900000000000020002
10129014	20020131	1	900000000000207008	5468008	en	900000000000013009	Fracture, multiple, bone	900000000000020002
10130016	20020131	1	900000000000207008	5468008	en	900000000000013009	Fracture, multiple bone sites	900000000000020002
101309018	20020131	1	900000000000207008	60972002	en	900000000000013009	Irrigating solution	900000000000020002
10131000124116	20120301	1	731000124108	3651000124108	en	900000000000003001	Escherichia coli, serotype O115:H25 (organism)	900000000000017005
101310011	20020131	0	900000000000207008	60972002	en	900000000000013009	Irrigating solution, NOS	900000000000020002
101389015	20020131	1	900000000000207008	61010005	en	900000000000013009	Solvent	900000000000020002
101390012	20020131	0	900000000000207008	61010005	en	900000000000013009	Solvent, NOS	900000000000020002
10141000124114	20120301	1	731000124108	3651000124108	en	900000000000013009	Escherichia coli, serotype O115:H25	900000000000017005
10151000124111	20120901	0	731000124108	3651000124108	en	900000000000013009	Serotype O115:H25	900000000000448009
101555017	20020131	1	900000000000207008	61112000	en	900000000000013009	Pyogenic arthritis of hand	900000000000020002
10171000119116	20120301	1	731000124108	1281000119104	en	900000000000003001	History of gestational diabetes mellitus (situation)	900000000000448009
101800010	20020131	1	900000000000207008	61268003	en	900000000000013009	Gastrointestinal contents	900000000000020002
101801014	20020131	0	900000000000207008	61268003	en	900000000000013009	Gastrointestinal contents, NOS	900000000000020002
10181000119118	20120301	1	731000124108	1281000119104	en	900000000000013009	History of gestational diabetes mellitus	900000000000448009
101872018	20060131	0	900000000000207008	61310001	en	900000000000013009	Basic nutrition education	900000000000020002
101931019	20070731	1	900000000000207008	61352006	en	900000000000013009	Achilles tendon	900000000000017005
101932014	20020131	1	900000000000207008	61352006	en	900000000000013009	Common calcaneal tendon	900000000000020002
101981011	20020131	1	900000000000207008	61379005	en	900000000000013009	Left side of trunk	900000000000020002
1020811000119114	20130901	0	731000124108	127611000119100	en	900000000000003001	Endophthalmitis due to acanthamoeba (disorder)	900000000000448009
1020821000119119	20130901	0	731000124108	127611000119100	en	900000000000013009	Acanthamoebic endophthalmitis	900000000000448009
1020971000119111	20130901	1	731000124108	127631000119105	en	900000000000003001	Corneal ulcer due to acanthamoeba (disorder)	900000000000448009
1020981000119114	20130901	1	731000124108	127631000119105	en	900000000000013009	Corneal ulcer due to acanthamoeba	900000000000448009
102111015	20020131	1	900000000000207008	61462000	en	900000000000013009	Malaria	900000000000020002
102112010	20020131	0	900000000000207008	61462000	en	900000000000013009	Malaria, NOS	900000000000020002
102113017	20020131	1	900000000000207008	61462000	en	900000000000013009	Paludism	900000000000020002
102114011	20020131	1	900000000000207008	61462000	en	900000000000013009	Plasmodiosis	900000000000020002
102162017	20020131	1	900000000000207008	61496007	en	900000000000013009	Cartilaginous tissue	900000000000020002
102163010	20020131	0	900000000000207008	61496007	en	900000000000013009	Cartilaginous tissue, NOS	900000000000020002
102164016	20020131	0	900000000000207008	61496007	en	900000000000013009	Cartilage, NOS	900000000000020002
102165015	20020131	1	900000000000207008	61496007	en	900000000000013009	Cartilage	900000000000020002
10221000124112	20120301	1	731000124108	3661000124105	en	900000000000003001	Escherichia coli, serotype O113:Nonmotile (organism)	900000000000017005
102275013	20020131	1	900000000000207008	61563008	en	900000000000013009	Epiglottis	900000000000020002
102276014	20020131	0	900000000000207008	61563008	en	900000000000013009	Epiglottis, NOS	900000000000020002
10231000124110	20120301	1	731000124108	3661000124105	en	900000000000013009	Escherichia coli, serotype O113:Nonmotile	900000000000017005
102321017	20020131	1	900000000000207008	126561007	en	900000000000013009	Neoplasm of pelvic bone	900000000000020002
102325014	20020131	1	900000000000207008	126565003	en	900000000000013009	Neoplasm of bone of upper limb	900000000000020002
102352016	20020131	1	900000000000207008	61599003	en	900000000000013009	Phlebitis	900000000000020002
102353014	20020131	0	900000000000207008	61599003	en	900000000000013009	Phlebitis, NOS	900000000000020002
102354015	20020131	0	900000000000207008	61599003	en	900000000000013009	Inflammation of vein, NOS	900000000000020002
102355019	20020131	1	900000000000207008	61599003	en	900000000000013009	Inflammation of vein	900000000000020002
102358017	20020131	1	900000000000207008	61602008	en	900000000000013009	Pertussis vaccine	900000000000020002
102383017	20020131	1	900000000000207008	61618002	en	900000000000013009	Normal cardiovascular function	900000000000020002
10241000124117	20120901	0	731000124108	3661000124105	en	900000000000013009	Serotype O113:Nonmotile	900000000000448009
10242018	20020131	1	900000000000207008	5540006	en	900000000000013009	Calcium	900000000000020002
10243011	20020131	0	900000000000207008	5540006	en	900000000000013009	Calcium, NOS	900000000000020002
102451010	20020131	1	900000000000207008	61661004	en	900000000000013009	Operative procedure on foot or toes	900000000000020002
102452015	20020131	0	900000000000207008	61661004	en	900000000000013009	Operative procedure on foot or toes, NOS	900000000000020002
102491013	20020131	1	900000000000207008	61685007	en	900000000000013009	Lower extremity	900000000000020002
102492018	20020131	0	900000000000207008	61685007	en	900000000000013009	Lower extremity, NOS	900000000000020002
102493011	20020131	0	900000000000207008	61685007	en	900000000000013009	Lower limb, NOS	900000000000020002
102494017	20020131	0	900000000000207008	61685007	en	900000000000013009	Hindlimb, NOS	900000000000020002
102495016	20020131	1	900000000000207008	61685007	en	900000000000013009	Lower limb	900000000000020002
10251000119118	20120301	1	731000124108	1291000119101	en	900000000000003001	History of uterine cervix dysplasia (situation)	900000000000448009
10251000124115	20120301	1	731000124108	3671000124103	en	900000000000003001	Escherichia coli, serotype O113:H8 (organism)	900000000000017005
10261000119116	20120301	1	731000124108	1291000119101	en	900000000000013009	History of uterine cervix dysplasia	900000000000448009
10261000124118	20120301	1	731000124108	3671000124103	en	900000000000013009	Escherichia coli, serotype O113:H8	900000000000017005
10261019	20040731	0	900000000000207008	5552004	en	900000000000013009	Disease of ovary	900000000000020002
10262014	20020131	0	900000000000207008	5552004	en	900000000000013009	Disease of ovary, NOS	900000000000020002
102627014	20020131	1	900000000000207008	61758007	en	900000000000013009	Exstrophy of bladder sequence	900000000000020002
102628016	20020131	1	900000000000207008	61758007	en	900000000000013009	Exstrophy of urinary bladder	900000000000020002
102629012	20020131	1	900000000000207008	61758007	en	900000000000013009	Ectopia vesicae	900000000000020002
102630019	20020131	1	900000000000207008	61758007	en	900000000000013009	Congenital extroversion of urinary bladder	900000000000020002
10263016	20020131	0	900000000000207008	5552004	en	900000000000013009	Ovarian disorder, NOS	900000000000020002
102631015	20020131	1	900000000000207008	61758007	en	900000000000013009	Exstrophy of bladder	900000000000020002
102632010	20020131	1	900000000000207008	61758007	en	900000000000013009	Congenital ectopic bladder	900000000000020002
10264010	20020131	1	900000000000207008	5552004	en	900000000000013009	Ovarian disorder	900000000000020002
102681012	20020131	1	900000000000207008	126568001	en	900000000000013009	Neoplasm of long bone of upper limb	900000000000020002
102682017	20020131	1	900000000000207008	126569009	en	900000000000013009	Neoplasm of radius	900000000000020002
102683010	20020131	1	900000000000207008	126570005	en	900000000000013009	Neoplasm of ulna	900000000000020002
102687011	20020131	1	900000000000207008	61789006	en	900000000000013009	Dye	900000000000020002
102688018	20020131	0	900000000000207008	61789006	en	900000000000013009	Dye, NOS	900000000000020002
102689014	20020131	0	900000000000207008	61789006	en	900000000000013009	Stain, NOS	900000000000020002
102690017	20020131	1	900000000000207008	61789006	en	900000000000013009	Stain	900000000000020002
10271000124113	20120901	0	731000124108	3671000124103	en	900000000000013009	Serotype O113:H8	900000000000448009
10301000124110	20120301	1	731000124108	3681000124100	en	900000000000003001	Escherichia coli, serotype O112:H19 (organism)	900000000000017005
103076012	20020131	1	900000000000207008	62005008	en	900000000000013009	Coccidiosis	900000000000020002
103077015	20020131	0	900000000000207008	62005008	en	900000000000013009	Coccidiosis, NOS	900000000000020002
103096016	20020131	1	900000000000207008	62014003	en	900000000000013009	Drug reaction	900000000000020002
103097013	20020131	0	900000000000207008	62014003	en	900000000000013009	Drug reaction, NOS	900000000000020002
103098015	20020131	0	900000000000207008	62014003	en	900000000000013009	Adverse drug effect, NOS	900000000000020002
103099011	20020131	0	900000000000207008	62014003	en	900000000000013009	Adverse drug reaction, NOS	900000000000020002
103100015	20020131	1	900000000000207008	62014003	en	900000000000013009	Adverse drug effect	900000000000020002
103101016	20020731	1	900000000000207008	62014003	en	900000000000013009	Adverse drug reaction	900000000000020002
10311000124113	20120301	1	731000124108	3681000124100	en	900000000000013009	Escherichia coli, serotype O112:H19	900000000000017005
103178011	20020131	1	900000000000207008	62064005	en	900000000000013009	Mesothelioma, malignant	900000000000020002
103179015	20020131	0	900000000000207008	62064005	en	900000000000013009	Mesothelioma, NOS	900000000000020002
103180017	20020131	1	900000000000207008	62064005	en	900000000000013009	Mesothelioma	900000000000020002
10321000124117	20120901	0	731000124108	3681000124100	en	900000000000013009	Serotype O112:H19	900000000000448009
103262018	20020131	1	900000000000207008	62125005	en	900000000000013009	Closed fracture of epiphysis of femur	900000000000020002
103263011	20020131	1	900000000000207008	62125005	en	900000000000013009	Closed transepiphyseal fracture of femur	900000000000020002
103332014	20020131	1	900000000000207008	62175007	en	900000000000013009	Right lower extremity	900000000000020002
103333016	20020131	0	900000000000207008	62175007	en	900000000000013009	Right lower extremity, NOS	900000000000020002
103643012	20020131	1	900000000000207008	62356006	en	900000000000013009	Open supracondylar fracture of humerus	900000000000020002
103740017	20020131	1	900000000000207008	62413002	en	900000000000013009	Radius	900000000000020002
103741018	20020131	0	900000000000207008	62413002	en	900000000000013009	Radius, NOS	900000000000020002
103853010	20020131	1	900000000000207008	62484002	en	900000000000013009	Hepatic fibrosis	900000000000020002
103854016	20020131	0	900000000000207008	62484002	en	900000000000013009	Hepatic fibrosis, NOS	900000000000020002
10391000124115	20120301	1	731000124108	3691000124102	en	900000000000003001	Escherichia coli, serotype O111:H2 (organism)	900000000000017005
10401000124118	20120301	1	731000124108	3691000124102	en	900000000000013009	Escherichia coli, serotype O111:H2	900000000000017005
104020011	20020131	1	900000000000207008	62585004	en	900000000000013009	Degenerative disorder of globe	900000000000020002
104021010	20020131	0	900000000000207008	62585004	en	900000000000013009	Degenerative disorder of globe, NOS	900000000000020002
104024019	20020131	1	900000000000207008	62588002	en	900000000000013009	Amelia	900000000000017005
104025018	20020131	0	900000000000207008	62588002	en	900000000000013009	Amelia, NOS	900000000000020002
104026017	20020131	0	900000000000207008	62588002	en	900000000000013009	Congenital absence of limb, NOS	900000000000020002
104027014	20020131	1	900000000000207008	62588002	en	900000000000013009	Congenital absence of limb	900000000000020002
104028016	20020131	0	900000000000207008	62588002	en	900000000000013009	Phocomelic dwarf	900000000000020002
104029012	20020131	0	900000000000207008	62588002	en	900000000000013009	Phocomelia, NOS	900000000000020002
104030019	20020131	0	900000000000207008	62588002	en	900000000000013009	Mesomelic dwarf	900000000000020002
10411000124115	20120901	0	731000124108	3691000124102	en	900000000000013009	Serotype O111:H2	900000000000448009
104160014	20070731	1	900000000000207008	62676009	en	900000000000013009	Falciparum malaria	900000000000017005
104161013	20020131	1	900000000000207008	62676009	en	900000000000013009	Malignant tertian malaria	900000000000020002
104162018	20020131	1	900000000000207008	62676009	en	900000000000013009	Malaria by Plasmodium falciparum	900000000000020002
104163011	20020131	1	900000000000207008	62676009	en	900000000000013009	Subtertian malaria	900000000000017005
104280017	20020131	1	900000000000207008	62744007	en	900000000000013009	Orthopnea	900000000000020002
104281018	20020131	1	900000000000207008	62744007	en	900000000000013009	Orthopnoea	900000000000020002
104397014	20020131	1	900000000000207008	62816002	en	900000000000013009	Lower male genitourinary tract	900000000000020002
10441000124116	20120301	1	731000124108	3701000124102	en	900000000000003001	Escherichia coli, serotype O111:H11 (organism)	900000000000017005
1044171000119118	20130901	1	731000124108	130531000119109	en	900000000000003001	Benign neuroendocrine tumor of rectum (disorder)	900000000000448009
1044181000119115	20130901	1	731000124108	130531000119109	en	900000000000013009	Benign neuroendocrine tumor of rectum	900000000000448009
104426010	20020131	1	900000000000207008	62833009	en	900000000000013009	Base of first metacarpal bone	900000000000020002
104427018	20020131	0	900000000000207008	62834003	en	900000000000013009	Upper digestive tract	900000000000020002
104428011	20020131	1	900000000000207008	62834003	en	900000000000013009	Upper gastrointestinal tract	900000000000020002
10443013	20020131	1	900000000000207008	5665001	en	900000000000013009	Retina	900000000000020002
10444019	20020131	0	900000000000207008	5665001	en	900000000000013009	Retina, NOS	900000000000020002
10447014	20020131	1	900000000000207008	5668004	en	900000000000013009	Lower digestive tract	900000000000020002
10448016	20020131	1	900000000000207008	5668004	en	900000000000013009	Lower gastrointestinal tract	900000000000020002
10451000124119	20120301	1	731000124108	3701000124102	en	900000000000013009	Escherichia coli, serotype O111:H11	900000000000017005
104563015	20020131	1	900000000000207008	62914000	en	900000000000013009	Cerebrovascular disease	900000000000020002
104564014	20020131	0	900000000000207008	62914000	en	900000000000013009	Cerebrovascular disease, NOS	900000000000020002
104565010	20020131	0	900000000000207008	62914000	en	900000000000013009	Cerebrovascular lesion, NOS	900000000000020002
104566011	20020131	1	900000000000207008	62914000	en	900000000000013009	Cerebrovascular lesion	900000000000020002
104596018	20020131	1	900000000000207008	62935003	en	900000000000013009	Incision of cornea	900000000000020002
104597010	20020131	0	900000000000207008	62935003	en	900000000000013009	Incision of cornea, NOS	900000000000020002
104598017	20020131	0	900000000000207008	62935003	en	900000000000013009	Keratotomy, NOS	900000000000020002
104599013	20020131	1	900000000000207008	62935003	en	900000000000013009	Keratotomy	900000000000020002
10461000124117	20120901	0	731000124108	3701000124102	en	900000000000013009	Serotype O111:H11	900000000000448009
104615012	20020131	1	900000000000207008	62944002	en	900000000000013009	Hepatitis C virus	900000000000020002
104616013	20020131	0	900000000000207008	62944002	en	900000000000013009	Non-A, non-B hepatitis virus	900000000000020002
104625019	20020131	1	900000000000207008	62950007	en	900000000000013009	Encephalomyelitis	900000000000020002
104626018	20020131	0	900000000000207008	62950007	en	900000000000013009	Encephalomyelitis, NOS	900000000000020002
104675017	20020131	1	900000000000207008	62972009	en	900000000000013009	Extraction	900000000000020002
104676016	20020131	0	900000000000207008	62972009	en	900000000000013009	Extraction, NOS	900000000000020002
104677013	20020131	1	900000000000207008	62972009	en	900000000000013009	Manual extraction	900000000000020002
10471000124112	20120901	0	731000124108	3711000124104	en	900000000000003001	Escherichia coli, serogroup O110 (organism)	900000000000017005
104728010	20020131	1	900000000000207008	63004003	en	900000000000013009	Phenylalanine	900000000000020002
10481000124110	20120901	0	731000124108	3711000124104	en	900000000000013009	Escherichia coli, serogroup O110	900000000000017005
104891017	20020131	1	900000000000207008	63102001	en	900000000000013009	Visual disturbance	900000000000020002
104892012	20020131	0	900000000000207008	63102001	en	900000000000013009	Visual disturbance, NOS	900000000000020002
10491000124113	20120901	0	731000124108	3711000124104	en	900000000000013009	Serogroup O110	900000000000448009
10501000124117	20120301	1	731000124108	3721000124107	en	900000000000003001	Escherichia coli, serotype O110:H28 (organism)	900000000000017005
105015018	20020131	1	900000000000207008	63171007	en	900000000000013009	Acute infectious disease	900000000000020002
105016017	20020131	1	900000000000207008	63171007	en	900000000000013009	Acute infection	900000000000020002
105016	20020131	1	900000000000207008	126817006	en	900000000000013009	Neoplasm of esophagus	900000000000020002
105046019	20020131	0	900000000000207008	63190004	en	900000000000013009	Jugular veins, NOS	900000000000020002
10511000124119	20120301	1	731000124108	3721000124107	en	900000000000013009	Escherichia coli, serotype O110:H28	900000000000017005
105121017	20020131	1	900000000000207008	63239009	en	900000000000013009	Left testis	900000000000020002
10521000124110	20120901	0	731000124108	3721000124107	en	900000000000013009	Serotype O110:H28	900000000000448009
105272017	20020131	1	900000000000207008	63330006	en	900000000000013009	Nonessential amino acid	900000000000020002
105273010	20020131	0	900000000000207008	63330006	en	900000000000013009	Nonessential amino acid, NOS	900000000000020002
105282016	20020131	1	900000000000207008	63337009	en	900000000000013009	Lower trunk	900000000000020002
10531000124113	20120301	1	731000124108	3731000124105	en	900000000000003001	Escherichia coli, serotype O110:H2 (organism)	900000000000017005
10541000124115	20120301	1	731000124108	3731000124105	en	900000000000013009	Escherichia coli, serotype O110:H2	900000000000017005
10551000124118	20120901	0	731000124108	3731000124105	en	900000000000013009	Serotype O110:H2	900000000000448009
105596011	20020131	1	900000000000207008	63532004	en	900000000000013009	Diverticula of intestine	900000000000020002
105597019	20020131	0	900000000000207008	63532004	en	900000000000013009	Diverticula of intestine, NOS	900000000000020002
10561000124116	20120301	1	731000124108	3741000124100	en	900000000000003001	Escherichia coli, serotype O110:H19 (organism)	900000000000017005
105611000119117	20120901	1	731000124108	13211000119109	en	900000000000003001	Lesion of vertebra (finding)	900000000000448009
105621000119112	20120901	1	731000124108	13211000119109	en	900000000000013009	Lesion of vertebra	900000000000448009
105656019	20020131	1	900000000000207008	63572008	en	900000000000013009	Neck of scapula	900000000000020002
10571000124111	20120301	1	731000124108	3741000124100	en	900000000000013009	Escherichia coli, serotype O110:H19	900000000000017005
105759017	20020131	1	900000000000207008	63634009	en	900000000000013009	Glioblastoma	900000000000020002
105760010	20020131	0	900000000000207008	63634009	en	900000000000013009	Glioblastoma, NOS	900000000000020002
105761014	20020131	1	900000000000207008	63634009	en	900000000000013009	Glioblastoma multiforme	900000000000020002
105762019	20020131	1	900000000000207008	63634009	en	900000000000013009	Spongioblastoma multiforme	900000000000020002
1057691000119116	20140131	1	900000000000207008	132221000119109	en	900000000000003001	Chronic deep venous thrombosis of upper extremity (disorder)	900000000000020002
105793018	20020131	1	900000000000207008	63653004	en	900000000000013009	Medical device	900000000000020002
105794012	20020131	0	900000000000207008	63653004	en	900000000000013009	Medical device, NOS	900000000000020002
10581000124114	20120901	0	731000124108	3741000124100	en	900000000000013009	Serotype O110:H19	900000000000448009
105873019	20020131	1	900000000000207008	63698005	en	900000000000013009	Anterior chest wall	900000000000020002
105907018	20020131	1	900000000000207008	63718003	en	900000000000013009	Folic acid	900000000000020002
105908011	20020131	1	900000000000207008	63718003	en	900000000000013009	Pteroylmonoglutamic acid	900000000000020002
105909015	20070731	1	900000000000207008	63718003	en	900000000000013009	Lactobacillus casei factor	900000000000017005
10591000124112	20120901	0	731000124108	3751000124103	en	900000000000003001	Escherichia coli, serogroup O109 (organism)	900000000000017005
105910013	20020131	1	900000000000207008	63718003	en	900000000000013009	Vitamin B>c<	900000000000020002
105919014	20020131	1	900000000000207008	63725005	en	900000000000013009	Corneal lesion	900000000000020002
105920015	20020131	0	900000000000207008	63725005	en	900000000000013009	Corneal lesion, NOS	900000000000020002
105942019	20020131	1	900000000000207008	63741006	en	900000000000013009	Fungal infection of lung	900000000000020002
105943012	20020131	0	900000000000207008	63741006	en	900000000000013009	Fungal infection of lung, NOS	900000000000020002
105944018	20020131	0	900000000000207008	63741006	en	900000000000013009	Pulmonary mycosis, NOS	900000000000020002
105945017	20020131	1	900000000000207008	63741006	en	900000000000013009	Pulmonary mycosis	900000000000020002
105982014	20020131	1	900000000000207008	63766005	en	900000000000013009	Flour	900000000000020002
10601000124116	20120901	0	731000124108	3751000124103	en	900000000000013009	Escherichia coli, serogroup O109	900000000000017005
106030016	20020131	1	900000000000207008	63793008	en	900000000000013009	Phosphorus compound	900000000000020002
106031017	20020131	0	900000000000207008	63793008	en	900000000000013009	Phosphorus compound, NOS	900000000000020002
10611000124118	20120901	0	731000124108	3751000124103	en	900000000000013009	Serogroup O109	900000000000448009
10621000124114	20120301	1	731000124108	3761000124101	en	900000000000003001	Escherichia coli, serotype O109:H25 (organism)	900000000000017005
106268010	20070731	1	900000000000207008	63938009	en	900000000000013009	Chlamydia trachomatis	900000000000017005
106269019	20090131	1	900000000000207008	63938009	en	900000000000013009	Lymphogranuloma venereum virus	900000000000017005
106294018	20020131	1	900000000000207008	63948006	en	900000000000013009	Open fracture of olecranon process of ulna	900000000000020002
10631000124112	20120301	1	731000124108	3761000124101	en	900000000000013009	Escherichia coli, serotype O109:H25	900000000000017005
106369017	20020131	1	900000000000207008	63995005	en	900000000000013009	Bandage	900000000000020002
106370016	20020131	0	900000000000207008	63995005	en	900000000000013009	Bandage, NOS	900000000000020002
1064010	20020131	1	900000000000207008	127777001	en	900000000000013009	Provider-specific procedure	900000000000020002
10641000124119	20120901	0	731000124108	3761000124101	en	900000000000013009	Serotype O109:H25	900000000000448009
106434018	20020131	1	900000000000207008	64033007	en	900000000000013009	Kidney	900000000000020002
106435017	20020131	0	900000000000207008	64033007	en	900000000000013009	Kidney, NOS	900000000000020002
10651000119115	20120301	1	731000124108	1341000119103	en	900000000000003001	History of bariatric surgery (situation)	900000000000448009
10661000119118	20120301	1	731000124108	1341000119103	en	900000000000013009	History of bariatric surgery	900000000000448009
106650018	20020131	1	900000000000207008	64156001	en	900000000000013009	Thrombophlebitis	900000000000020002
106651019	20020131	0	900000000000207008	64156001	en	900000000000013009	Thrombophlebitis, NOS	900000000000020002
10671000124110	20120301	1	731000124108	3771000124108	en	900000000000003001	Escherichia coli, serotype O104:H7 (organism)	900000000000017005
106745019	20020131	1	900000000000207008	64217002	en	900000000000013009	Curvature of spine	900000000000020002
106746018	20020131	0	900000000000207008	64217002	en	900000000000013009	Curvature of spine, NOS	900000000000020002
