id	effectiveTime	active	moduleId	refSetId	referencedComponentId	mapGroup	mapPriority	mapRule	mapAdvice	mapTarget	correlationId	mapCategoryId
94dec6bd-97d4-54eb-9e2f-5b4d301c9618	20130731	1	449080006	447562003	105969002	1	1	TRUE	ALWAYS M35.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	M35.9	447561005	447637006
5433e75f-43fe-5b9f-9fa6-86e23e30ff61	20130731	1	449080006	447562003	105995000	1	1	TRUE	ALWAYS K08.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	K08.9	447561005	447637006
9cadc06c-2b61-56b3-b90d-484f87b5c527	20130731	1	449080006	447562003	105997008	1	1	TRUE	ALWAYS K83.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	K83.9	447561005	447637006
122bc7e3-ccfe-5ee8-bbe0-c8dfa4b22bdd	20130731	1	449080006	447562003	106002000	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
6280e05b-adf8-5e47-b0a9-ba0688c8ab98	20130731	1	449080006	447562003	1071000119107	1	1	TRUE	ALWAYS K13.7 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	K13.7	447561005	447637006
abf496fe-cd67-5d00-8e3f-2fae583c44c2	20130731	1	449080006	447562003	108365000	1	1	TRUE	ALWAYS L08.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	L08.9	447561005	447637006
8f1948e8-afe9-5476-a4e2-cd822c6a62e8	20130731	1	449080006	447562003	10890000	1	1	TRUE	ALWAYS K11.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	K11.9	447561005	447637006
f907a5bb-9754-581e-8a31-bc925532391f	20130731	1	449080006	447562003	109266006	1	1	TRUE	ALWAYS D03.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR MORPHOLOGY CODE	D03.9	447561005	447637006
19225839-49af-5dd9-8fa6-ff611a3fbf2d	20130731	1	449080006	447562003	109269004	1	1	IFA 109273001 | Melanocytic nevus of eyelid, including canthus (disorder) |	IF MELANOCYTIC NEVUS OF EYELID, INCLUDING CANTHUS CHOOSE D22.1 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR MORPHOLOGY CODE	D22.1	447561005	447639009
66751140-593b-5b6a-abec-5d114f1b2e66	20140604	0	449080006	447562003	109269004	1	2	IFA 109277000 | Melanocytic nevus of ear (disorder) |	IF MELANOCYTIC NEVUS OF EAR CHOOSE D22.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR MORPHOLOGY CODE	D22.2	447561005	447639009
e1a83809-dd3d-5c80-a5fb-ecca0e9d9540	20140604	1	449080006	447562003	109269004	1	3	OTHERWISE TRUE	ALWAYS D22.3 | POSSIBLE REQUIREMENT FOR MORPHOLOGY CODE	D22.3	447561005	447637006
fcbfa72d-963b-5a9d-9eb4-4aba3c6cff0d	20140604	1	449080006	447562003	109269004	1	2	IFA 254817005 | Oculocutaneous melanocytic nevus (disorder) |	SOURCE SNOMED CONCEPT IS AMBIGUOUS		447561005	447640006
c6c72bec-be3d-5a6d-aaa6-0e698eda3df0	20130731	1	449080006	447562003	109787002	1	1	TRUE	ALWAYS K13.6	K13.6	447561005	447637006
580b6abf-8cfe-5959-ae6e-0ee8396b251f	20130731	1	449080006	447562003	11000119105	1	1	TRUE	ALWAYS Z91.0	Z91.0	447561005	447637006
d12d41d0-55ca-506c-b1f2-d29a25f51675	20130731	1	449080006	447562003	110151001	1	1	TRUE	ALWAYS S00.5 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S00.5	447561005	447637006
b6e40a8b-386a-557a-abd5-d2ae063fba69	20140131	1	449080006	447562003	110170006	1	1	TRUE	ALWAYS T26.0 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T26.0	447561005	447637006
ccc9bf7f-acf1-5f10-8419-8f2e4bb9bcc8	20130731	1	449080006	447562003	110172003	1	1	TRUE	ALWAYS T26.0 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T26.0	447561005	447637006
c0ffdc50-2fb5-53d5-8a4d-4dfec24c7135	20130731	1	449080006	447562003	110173008	1	1	TRUE	ALWAYS T26.0 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T26.0	447561005	447637006
1fe43561-16ee-552c-8485-5ba089901002	20140131	1	449080006	447562003	110178004	1	1	TRUE	ALWAYS T20.0 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.0	447561005	447637006
34f141e2-138c-5b13-beaa-05513d2a2bf5	20140131	1	449080006	447562003	110179007	1	1	TRUE	ALWAYS T20.1 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.1	447561005	447637006
4adb7329-7b0a-5923-bae7-3ffe0851c77e	20130731	1	449080006	447562003	110180005	1	1	TRUE	ALWAYS T20.2 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.2	447561005	447637006
ee15f0da-8ec5-5c81-90c7-5d05ee5098fb	20140131	1	449080006	447562003	110182002	1	1	TRUE	ALWAYS T20.0 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.0	447561005	447637006
39cc0c50-1d30-5ee9-b0a8-fea5e67cf484	20140131	1	449080006	447562003	110183007	1	2	OTHERWISE TRUE	ALWAYS T20.1 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.1	447561005	447637006
9f9733a3-52de-54e2-9779-63101b8e8c71	20140131	1	449080006	447562003	110183007	1	1	IFA 284198007 | Superficial corrosion of forehead (disorder) |	IF SUPERFICIAL CORROSION OF FOREHEAD CHOOSE T20.5 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.5	447561005	447639009
52c2648e-8926-587d-8e6a-d564f04ed0e7	20130731	1	449080006	447562003	110184001	1	1	TRUE	ALWAYS T20.2 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.2	447561005	447637006
93958fab-2825-5609-9d4f-151cce114b97	20140131	1	449080006	447562003	110186004	1	1	TRUE	ALWAYS T20.0 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.0	447561005	447637006
19f3a7d0-7d54-5031-8af9-69e4806aa237	20140131	1	449080006	447562003	110187008	1	2	OTHERWISE TRUE	ALWAYS T20.1 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.1	447561005	447637006
1c7e5003-0853-5163-9864-af009b0d5a89	20140131	1	449080006	447562003	110187008	1	1	IFA 284202009 | Superficial corrosion of cheek (disorder) |	IF SUPERFICIAL CORROSION OF CHEEK CHOOSE T20.5 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.5	447561005	447639009
a30a1e33-b174-5d45-b01e-bb9328a1030e	20130731	1	449080006	447562003	110188003	1	1	TRUE	ALWAYS T20.2 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.2	447561005	447637006
b99e277c-ff33-5922-8db6-bdbd04df5248	20130731	1	449080006	447562003	110483000	1	1	TRUE	ALWAYS Z72.0 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	Z72.0	447561005	447637006
2fc9ef87-39dd-581c-b049-27e838fcc9b3	20130731	1	449080006	447562003	111181004	1	1	TRUE	ALWAYS L02.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	L02.9	447561005	447637006
204fae07-1b9b-5eb8-8139-2d641fcc4d14	20130731	1	449080006	447562003	111222003	1	3	IFA 202078001 | Parrot beak tear of posterior horn of medial meniscus (disorder) |	IF PARROT BEAK TEAR OF POSTERIOR HORN OF MEDIAL MENISCUS CHOOSE S83.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S83.2	447561005	447639009
23b0e91c-0628-5ca2-af25-51545d1553ce	20130731	1	449080006	447562003	111222003	1	4	IFA 5313005 | Derangement of posterior horn of medial meniscus (disorder) |	IF DERANGEMENT OF POSTERIOR HORN OF MEDIAL MENISCUS CHOOSE M23.32 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	M23.32	447561005	447639009
57268c5f-ea6f-59c1-8d7e-53b4bb8cbe24	20130731	1	449080006	447562003	111222003	1	8	IFA 263123005 | Bucket handle tear of medial meniscus of knee (disorder) |	IF BUCKET HANDLE TEAR OF MEDIAL MENISCUS OF KNEE CHOOSE S83.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S83.2	447561005	447639009
61c568a1-3856-5ebb-9899-7c494ca5e62d	20130731	1	449080006	447562003	111222003	1	9	OTHERWISE TRUE	ALWAYS M23.33	M23.33	447561005	447637006
8b0c2b80-4018-56de-be4e-ed612cd4559e	20130731	1	449080006	447562003	111222003	1	5	IFA 9771006 | Derangement of anterior horn of medial meniscus (disorder) |	IF DERANGEMENT OF ANTERIOR HORN OF MEDIAL MENISCUS CHOOSE M23.31 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	M23.31	447561005	447639009
9e43411c-eef0-5c5f-82bc-6e4f5e2dc318	20130731	1	449080006	447562003	111222003	1	6	IFA 202081006 | Horizontal cleavage tear of medial meniscus (disorder) |	IF HORIZONTAL CLEAVAGE TEAR OF MEDIAL MENISCUS CHOOSE S83.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S83.2	447561005	447639009
9e70ecf8-3e83-50f1-b917-c3e35b781e24	20130731	1	449080006	447562003	111222003	1	1	IFA 309744003 | Old tear of posterior horn of medial meniscus (disorder) |	IF OLD TEAR OF POSTERIOR HORN OF MEDIAL MENISCUS CHOOSE M23.22 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	M23.22	447561005	447639009
ddde4510-618c-5dcb-bd41-d158121ed121	20130731	1	449080006	447562003	111222003	1	7	IFA 202082004 | Multiple tears of medial meniscus (disorder) |	IF MULTIPLE TEARS OF MEDIAL MENISCUS CHOOSE S83.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S83.2	447561005	447639009
ff7dd62d-b368-57ed-9de9-c6d40578e293	20130731	1	449080006	447562003	111222003	1	2	IFA 86378006 | Old bucket handle tear of medial meniscus (disorder) |	IF OLD BUCKET HANDLE TEAR OF MEDIAL MENISCUS CHOOSE M23.23 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	M23.23	447561005	447639009
39e7d997-43d8-5dea-bf69-111688d1533a	20130731	1	449080006	447562003	111224002	1	1	TRUE	ALWAYS M23.39 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	M23.39	447561005	447637006
64401d34-b982-52f3-87ec-608f50bfbeba	20130731	1	449080006	447562003	111235007	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
40c090ba-aa4c-5817-a149-49f63456fcba	20130731	1	449080006	447562003	111253001	1	1	TRUE	ALWAYS M86.99 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR CAUSATIVE AGENT CODE	M86.99	447561005	447637006
5b22704f-4968-5bc1-88ef-c34a0882d599	20130731	1	449080006	447562003	111293003	1	1	TRUE	ALWAYS I82.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	I82.9	447561005	447637006
ea450942-9806-5c7c-999e-d1b41a3f30c8	20130731	1	449080006	447562003	111296006	1	1	TRUE	ALWAYS I65.1	I65.1	447561005	447637006
24b171c4-de74-5c83-9404-471c5dff97f0	20140604	0	449080006	447562003	111333002	1	1	IFA 248153007 | Male (finding) |	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP IS CONTEXT DEPENDENT FOR GENDER	Q55.9	447561005	447639009
821cc108-af18-5bfb-8f94-0b66fba0c9fa	20140604	0	449080006	447562003	111333002	1	2	IFA 248152002 | Female (finding) |	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP IS CONTEXT DEPENDENT FOR GENDER	Q52.9	447561005	447639009
8f49a0bb-7826-5fb3-8b23-b0626efc5e78	20140604	0	449080006	447562003	111333002	1	3	OTHERWISE TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
302654d8-f78c-592f-93da-d2f036912a5b	20130731	1	449080006	447562003	111347003	1	1	IFA 11625007 | Torus mandibularis (disorder) |	IF TORUS MANDIBULARIS CHOOSE K10.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	K10.0	447561005	447639009
48dd8296-8669-51c5-8b08-0107244af340	20130731	1	449080006	447562003	111347003	1	4	OTHERWISE TRUE	ALWAYS K10.8	K10.8	447561005	447637006
9dc766c7-2cf3-5d11-9ded-55f151e6d1fb	20130731	1	449080006	447562003	111347003	1	2	IFA 36038007 | Goundou of yaws (disorder) |	IF GOUNDOU OF YAWS CHOOSE A66.6 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	A66.6	447561005	447639009
f58ced31-0226-5620-a2c7-e00f0dcd16c8	20130731	1	449080006	447562003	111347003	1	3	IFA 109459007 | Enamel spur (disorder) |	IF ENAMEL SPUR CHOOSE K00.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	K00.2	447561005	447639009
7a615dab-dc67-57c5-85a6-548e114a8b69	20130731	1	449080006	447562003	111475002	1	1	TRUE	ALWAYS F48.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	F48.9	447561005	447637006
79082938-307b-558c-bd27-e4366f6ef0d9	20140604	1	449080006	447562003	111476001	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
5926a1a0-4529-540d-bea8-6b5ddda9cb6f	20130731	1	449080006	447562003	111479008	1	1	TRUE	ALWAYS F06.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	F06.9	447561005	447637006
00d421c0-7d88-5587-ab6b-4413ece06168	20130731	1	449080006	447562003	111521006	1	1	TRUE	ALWAYS H18.4 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	H18.4	447561005	447637006
8a24878e-7515-5c14-b103-5603da0b67f2	20140131	1	449080006	447562003	111689003	1	1	TRUE	ALWAYS S05.8 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S05.8	447561005	447637006
14504770-6086-53ac-8739-1d538b805dfc	20140131	1	449080006	447562003	111703006	2	2	OTHERWISE TRUE	MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
1f24c87d-359d-55f8-9418-ed1adf5e6d04	20140131	1	449080006	447562003	111703006	1	2	OTHERWISE TRUE	MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
9892a287-8388-5904-950c-929e0b137dcc	20140131	1	449080006	447562003	111703006	2	1	IFA 210992005 | Abrasion of face, infected (disorder) |	IF ABRASION OF FACE, INFECTED CHOOSE L08.9 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR CAUSATIVE AGENT CODE	L08.9	447561005	447639009
cbc75312-c61e-5043-8f05-f82b820dae68	20140131	1	449080006	447562003	111703006	1	1	IFA 210992005 | Abrasion of face, infected (disorder) |	IF ABRASION OF FACE, INFECTED CHOOSE S00.8 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S00.8	447561005	447639009
f3c0cfbc-8076-5209-bc90-8261858e34b4	20130731	1	449080006	447562003	111910009	1	1	TRUE	ALWAYS A06.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	A06.9	447561005	447637006
f00b3b16-a7ac-5ce1-8e07-579f0c342321	20130731	1	449080006	447562003	111970001	1	1	TRUE	ALWAYS I51.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	I51.9	447561005	447637006
e6cec62b-5b99-5cb4-90ec-eeaa09f9047d	20130731	1	449080006	447562003	112011000119102	1	1	TRUE	MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
555c53aa-251f-5c80-b3f9-82cb69fb5161	20130731	1	449080006	447562003	1121000119107	1	1	TRUE	ALWAYS M54.2	M54.2	447561005	447637006
2ec36033-fd53-54fa-9055-c1549d0831ed	20130731	1	449080006	447562003	11263005	1	1	TRUE	ALWAYS L98.8 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	L98.8	447561005	447637006
a40b7203-ff30-5791-b9c0-3723755489bc	20130731	1	449080006	447562003	1131000119105	1	1	TRUE	ALWAYS I69.4 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | THIS CODE IS NOT TO BE USED IN THE PRIMARY POSITION	I69.4	447561005	447637006
379a33eb-504d-5fd4-b842-61e55100c73f	20140604	1	449080006	447562003	113621000119107	2	1	TRUE	ALWAYS Z90.0	Z90.0	447561005	447637006
e614d77e-4297-54c4-b138-112a8ddb1107	20140604	1	449080006	447562003	113621000119107	1	1	TRUE	ALWAYS Z98.8	Z98.8	447561005	447637006
acd4058c-f0a7-5566-98e8-fd215a76a1e7	20140604	1	449080006	447562003	11378000	1	2	IFA 248153007 | Male (finding) |	MAP IS CONTEXT DEPENDENT FOR GENDER	Q55.8	447561005	447639009
c0460e7e-7033-5e3e-a2ee-09e0f47ae296	20140604	1	449080006	447562003	11378000	1	1	IFA 248152002 | Female (finding) |	MAP IS CONTEXT DEPENDENT FOR GENDER	Q52.8	447561005	447639009
fe473461-4a1f-5475-a1dc-2a5f4c1b1d75	20140604	1	449080006	447562003	11378000	1	3	OTHERWISE TRUE	MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
184dfad6-1c4e-5ee0-8e50-62b5b7596976	20130731	1	449080006	447562003	11381005	1	1	TRUE	ALWAYS L70.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	L70.9	447561005	447637006
39a57f31-30bc-5c02-a0cd-51ffd8534081	20130731	1	449080006	447562003	11386000	1	1	TRUE	ALWAYS S01.3 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S01.3	447561005	447637006
36cdab1a-cfe4-5728-8972-64f1c2cee6ff	20130731	1	449080006	447562003	11387009	1	1	TRUE	ALWAYS F19.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	F19.9	447561005	447637006
c28dde6a-8c53-5bca-b834-5e24816462a8	20130731	1	449080006	447562003	11406003	1	1	TRUE	ALWAYS T20.2 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.2	447561005	447637006
4ff869e9-d8a0-5603-96c7-bcb7462d9aba	20130731	1	449080006	447562003	1145003	1	1	TRUE	ALWAYS F80.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	F80.9	447561005	447637006
f7bafc21-9d18-5732-b02c-02c2bc40ea62	20130731	1	449080006	447562003	116224001	1	1	TRUE	ALWAYS T88.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T88.9	447561005	447637006
e6c3ab49-b085-5791-b783-8937424987a0	20130731	1	449080006	447562003	116339002	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
378cf98e-0166-5919-8c4f-12b11730cb7b	20130731	1	449080006	447562003	1171000119108	1	3	IFA 196813002 | Bilateral recurrent irreducible inguinal hernia (disorder) |	IF BILATERAL RECURRENT IRREDUCIBLE INGUINAL HERNIA CHOOSE K40.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	K40.0	447561005	447639009
55cf4737-c753-5b04-b313-a2e2d980cd60	20130731	1	449080006	447562003	1171000119108	1	4	IFA 3560000 | Bilateral recurrent inguinal hernia (disorder) |	IF BILATERAL RECURRENT INGUINAL HERNIA CHOOSE K40.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	K40.2	447561005	447639009
6499defb-b5ba-52c3-a0e2-bd53c7173c2b	20130731	1	449080006	447562003	1171000119108	1	5	IFA 428722005 | Recurrent inguinal hernia with gangrene (disorder) |	IF RECURRENT INGUINAL HERNIA WITH GANGRENE CHOOSE K40.4 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	K40.4	447561005	447639009
ab3f8847-ac30-5f55-8d88-8d5831b316f3	20130731	1	449080006	447562003	1171000119108	1	6	OTHERWISE TRUE	ALWAYS K40.9	K40.9	447561005	447637006
db39aba9-4443-5495-b1af-e46b7c830e86	20130731	1	449080006	447562003	1171000119108	1	1	IFA 53462005 | Bilateral recurrent inguinal hernia with gangrene (disorder) |	IF BILATERAL RECURRENT INGUINAL HERNIA WITH GANGRENE CHOOSE K40.1 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	K40.1	447561005	447639009
fea35316-255c-5a68-b711-e95e1b49b06f	20130731	1	449080006	447562003	1171000119108	1	2	IFA 73052009 | Bilateral recurrent inguinal hernia with obstruction but no gangrene (disorder) |	IF BILATERAL RECURRENT INGUINAL HERNIA WITH OBSTRUCTION BUT NO GANGRENE CHOOSE K40.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	K40.0	447561005	447639009
1935e5ac-888b-540b-844e-73700b7b65a5	20140131	1	449080006	447562003	117681000119102	2	2	OTHERWISE TRUE	ALWAYS I12.0	I12.0	447561005	447637006
b502540a-d48d-568e-91e4-fead8ee6c0e5	20140131	1	449080006	447562003	117681000119102	1	1	TRUE	ALWAYS N18.1	N18.1	447561005	447637006
fe560bc0-6468-5d3d-a928-2325e3f7dd7b	20140131	1	449080006	447562003	117681000119102	2	1	IFA 285851000119102 | Malignant hypertensive chronic kidney disease stage 1 (disorder) |	IF MALIGNANT HYPERTENSIVE CHRONIC KIDNEY DISEASE STAGE 1 CHOOSE I12.9 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	I12.9	447561005	447639009
7594b464-7ca6-531d-b43e-facfe2a60d4a	20140131	1	449080006	447562003	117871000119101	1	1	TRUE	ALWAYS Z86.7	Z86.7	447561005	447637006
007ac835-d528-59bf-8a54-402c588ec75a	20140131	1	449080006	447562003	117881000119103	1	1	TRUE	ALWAYS Z86.7	Z86.7	447561005	447637006
e4d337d8-f01b-5d4e-8961-9ef19611619f	20130731	1	449080006	447562003	117891000119100	1	1	TRUE	ALWAYS G40.1 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	G40.1	447561005	447637006
