id	effectiveTime	active	moduleId	refSetId	referencedComponentId	mapGroup	mapPriority	mapRule	mapAdvice	mapTarget	correlationId	mapCategoryId
036159fc-808c-565d-a2af-3f187c2bdab2	20140131	0	449080006	447562003	6456007	1	1	IFA 67198005 | Paroxysmal supraventricular tachycardia (disorder) |	IF PAROXYSMAL SUPRAVENTRICULAR TACHYCARDIA CHOOSE I47.9 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	I47.9	447561005	447639009
ad08be94-0219-5a9a-ac1d-bfafab3d5d55	20150131	1	449080006	447562003	6456007	1	1	TRUE	ALWAYS I47.1	I47.1	447561005	447637006
5f702dd8-6d02-5742-b7d9-4e4399092d37	20140131	0	449080006	447562003	6456007	1	2	IFA 462169004 | Fetal supraventricular tachycardia with short ventriculoatrial interval (disorder) |	IF FETAL SUPRAVENTRICULAR TACHYCARDIA WITH SHORT VENTRICULOATRIAL INTERVAL CHOOSE P20.9 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	P20.9	447561005	447639009
c7d53bd2-8ef1-57ca-9686-59e46a25e98f	20140131	0	449080006	447562003	6456007	1	3	IFA 462170003 | Fetal supraventricular tachycardia with long ventriculoatrial interval (disorder) |	IF FETAL SUPRAVENTRICULAR TACHYCARDIA WITH LONG VENTRICULOATRIAL INTERVAL CHOOSE P20.9 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	P20.9	447561005	447639009
272f7cc5-7b10-5726-9e58-f4b0b39b7591	20140131	0	449080006	447562003	6456007	1	4	OTHERWISE TRUE	ALWAYS I47.1	I47.1	447561005	447637006
e329ab72-852e-5403-968a-7c20676aa9d7	20140131	0	449080006	447562003	6456007	2	1	IFA 39357005 | Paroxysmal atrial tachycardia with block (disorder) |	IF PAROXYSMAL ATRIAL TACHYCARDIA WITH BLOCK CHOOSE I45.9 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	I45.9	447561005	447639009
74d3cf25-26bd-5657-8b07-784a0b61447c	20140131	0	449080006	447562003	6456007	2	2	IFA 233900001 | Supraventricular tachycardia with functional bundle branch block (disorder) |	IF SUPRAVENTRICULAR TACHYCARDIA WITH FUNCTIONAL BUNDLE BRANCH BLOCK CHOOSE I45.9 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	I45.9	447561005	447639009
b322f190-bb6e-50d9-b0b5-794a71981224	20140131	0	449080006	447562003	6456007	2	3	OTHERWISE TRUE	MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
5454e9f4-864b-5e92-97c8-51eeff6c17d5	20130731	1	449080006	447562003	6628008	1	1	TRUE	ALWAYS S72.31 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S72.31	447561005	447637006
352ab75b-af2d-5df4-b781-d92cd9950c53	20130731	1	449080006	447562003	6654000	1	1	TRUE	ALWAYS M20.2	M20.2	447561005	447637006
13dff4a3-1a10-58cf-ac97-11f8aa46cde4	20130731	1	449080006	447562003	6858004	1	1	IFA 399114005 | Adhesive capsulitis of shoulder (disorder) |	IF ADHESIVE CAPSULITIS OF SHOULDER CHOOSE M75.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	M75.0	447561005	447639009
8b8142a8-d3e4-5ee9-9a52-f42bb70e8032	20130731	1	449080006	447562003	6858004	1	2	IFA 426829004 | Temporomandibular joint capsulitis (disorder) |	IF TEMPOROMANDIBULAR JOINT CAPSULITIS CHOOSE M77.98 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	M77.98	447561005	447639009
5135441e-27d2-5811-a99b-4da17f25a476	20130731	1	449080006	447562003	6858004	1	3	OTHERWISE TRUE	ALWAYS M77.99	M77.99	447561005	447637006
adf92ad7-284b-5f69-8805-c7cdfaeea17b	20130731	1	449080006	447562003	6861003	1	1	TRUE	ALWAYS M00.97	M00.97	447561005	447637006
4b14dd1e-587a-5be2-91df-4e61b329d773	20140131	1	449080006	447562003	6954003	1	1	TRUE	ALWAYS S42.41 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S42.41	447561005	447637006
e5819742-079b-5f4f-b71a-9955215fbbc5	20150131	1	449080006	447562003	6990005	1	1	IFA 22234005 | Open fracture of shaft of tibia (disorder) |	IF OPEN FRACTURE OF SHAFT OF TIBIA CHOOSE S82.21 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S82.21	447561005	447639009
d73cbe69-1fd8-5ae7-897b-1367b93c00ac	20150131	0	449080006	447562003	6990005	1	2	IFA 208632002 | Open fracture of tibia and fibula, shaft (disorder) |	IF OPEN FRACTURE OF TIBIA AND FIBULA, SHAFT CHOOSE S82.21 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S82.21	447561005	447639009
eaee1bcc-c2a8-57e8-94e5-2804df08bd18	20150131	1	449080006	447562003	6990005	1	2	IFA 28012007 | Closed fracture of shaft of tibia (disorder) |	IF CLOSED FRACTURE OF SHAFT OF TIBIA CHOOSE S82.20 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S82.20	447561005	447639009
a855629c-2914-5b75-878a-73e2ede976a2	20150131	1	449080006	447562003	6990005	1	3	IFA 208629000 | Closed fracture of tibia and fibula, shaft (disorder) |	IF CLOSED FRACTURE OF TIBIA AND FIBULA, SHAFT CHOOSE S82.20 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S82.20	447561005	447639009
36fac070-de6e-5c67-aeea-cce7b36ddc68	20150131	1	449080006	447562003	6990005	1	4	OTHERWISE TRUE	ALWAYS S82.20 | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S82.20	447561005	447637006
9f42963d-68ed-5cea-96ea-328eaeb54b48	20130731	1	449080006	447562003	7033004	1	1	TRUE	ALWAYS G41.1	G41.1	447561005	447637006
3e7e8dc0-69c4-5f70-b4a0-996121668683	20130731	1	449080006	447562003	7058009	1	1	TRUE	ALWAYS Z91.1	Z91.1	447561005	447637006
4e663c0f-0745-519c-935f-697d63805d7f	20150131	1	449080006	447562003	7159003	1	1	IFA 18620009 | Congenital sequestration of lung (disorder) |	IF CONGENITAL SEQUESTRATION OF LUNG CHOOSE Q33.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	Q33.2	447561005	447639009
4d788ab3-64a4-5bf1-a42e-35a7bd72e48c	20150131	1	449080006	447562003	7159003	1	2	IFA 64662007 | Pulmonary infarction (disorder) |	IF PULMONARY INFARCTION CHOOSE I26.9 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | MAPPED FOLLOWING WHO GUIDANCE	I26.9	447561005	447639009
f4db751b-500d-59e1-848c-f884931bc147	20150131	1	449080006	447562003	7159003	1	3	IFA 441746000 | Infarction of lung due to iatrogenic pulmonary embolism (disorder) |	IF INFARCTION OF LUNG DUE TO IATROGENIC PULMONARY EMBOLISM CHOOSE I26.9 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	I26.9	447561005	447639009
76e9613e-2efc-56fb-b150-55f3d509c8d6	20140731	1	449080006	447562003	7159003	1	4	OTHERWISE TRUE	ALWAYS J85.0	J85.0	447561005	447637006
f1186ee9-062b-5576-869c-f43c55d1949f	20150131	1	449080006	447562003	7163005	1	1	TRUE	ALWAYS N13.9	N13.9	447561005	447637006
87098195-55d4-5319-b348-47c634232a1b	20150131	1	449080006	447562003	7180009	1	1	TRUE	ALWAYS G03.9	G03.9	447561005	447637006
535a3040-8f46-540d-8011-5576d99c28f2	20150131	1	449080006	447562003	7393007	1	1	TRUE	ALWAYS J34.8	J34.8	447561005	447637006
368f79ed-7253-5a23-a58c-93ac31f6b9b7	20150131	1	449080006	447562003	7523003	1	1	TRUE	ALWAYS S79.9 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S79.9	447561005	447637006
0bce586a-400e-50ec-a692-7e993343f594	20130731	1	449080006	447562003	7551007	1	1	IFA 208406002 | Closed fracture thumb metacarpal neck (disorder) |	IF CLOSED FRACTURE THUMB METACARPAL NECK CHOOSE S62.20 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S62.20	447561005	447639009
f272c0e5-d738-5a02-a210-2fcefd7e9ece	20130731	1	449080006	447562003	7551007	1	2	OTHERWISE TRUE	ALWAYS S62.30 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S62.30	447561005	447637006
4cde0622-43d3-59ec-9c25-9dc2349a312e	20150131	1	449080006	447562003	7585008	1	1	IFA 30632004 | Closed fracture of triquetral bone of wrist (disorder) |	IF CLOSED FRACTURE OF TRIQUETRAL BONE OF WRIST CHOOSE S62.10 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S62.10	447561005	447639009
a77981a7-41c2-5e09-b014-48e6c1ecb63b	20150131	1	449080006	447562003	7585008	1	2	IFA 42591009 | Open fracture of trapezoidal bone of wrist (disorder) |	IF OPEN FRACTURE OF TRAPEZOIDAL BONE OF WRIST CHOOSE S62.11 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S62.11	447561005	447639009
fd5d7d4d-01f9-50c1-afee-1e08bb05d707	20150131	1	449080006	447562003	7585008	1	3	IFA 7913001 | Open fracture of triquetral bone of wrist (disorder) |	IF OPEN FRACTURE OF TRIQUETRAL BONE OF WRIST CHOOSE S62.11 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S62.11	447561005	447639009
52aac291-a373-5de9-b233-27577e9a53ce	20140131	1	449080006	447562003	7585008	1	4	OTHERWISE TRUE	ALWAYS S62.10 | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S62.10	447561005	447637006
b5cabedc-ad1d-5184-b623-d8e61b6f1ba8	20150131	1	449080006	447562003	7687006	1	1	TRUE	ALWAYS S32.30 | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S32.30	447561005	447637006
3b29b811-c9a7-5abc-9cbe-ce22c8d099c0	20150131	1	449080006	447562003	7847004	1	1	TRUE	ALWAYS K13.0	K13.0	447561005	447637006
cd21432e-5efa-5fa5-b7f7-68afcf29fd6d	20150131	1	449080006	447562003	7890003	1	1	TRUE	ALWAYS M24.59	M24.59	447561005	447637006
b45c5eaa-57a9-58af-a8ed-eeb5d93b9c9d	20150131	1	449080006	447562003	7895008	1	1	TRUE	ALWAYS T50.9	T50.9	447561005	447637006
698ec7de-b4d9-5cb2-97f4-31f62b23901e	20130731	1	449080006	447562003	7895008	2	1	TRUE	ALWAYS X44 | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR PLACE OF OCCURRENCE	X44	447561005	447637006
12990e18-72d0-5927-baeb-454e6e673f94	20150131	1	449080006	447562003	8377001	1	1	TRUE	ALWAYS K46.0	K46.0	447561005	447637006
31fb2763-2f73-5384-9ef7-13e4a1f6d491	20150131	1	449080006	447562003	8392000	1	1	TRUE	MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
0068a1a0-944d-59b7-a65c-43870c7304cb	20150131	1	449080006	447562003	8517006	1	1	TRUE	ALWAYS Z86.4	Z86.4	447561005	447637006
f98b3243-1e38-5112-92db-d49346d0ebea	20150131	1	449080006	447562003	8704005	1	1	IFA 111639006 | Closed fracture of acromial process of scapula (disorder) |	IF CLOSED FRACTURE OF ACROMIAL PROCESS OF SCAPULA CHOOSE S42.10 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S42.10	447561005	447639009
5a212312-0d56-5b8b-bb7c-7afc9314845f	20150131	1	449080006	447562003	8704005	1	2	IFA 38404000 | Open fracture of acromial process of scapula (disorder) |	IF OPEN FRACTURE OF ACROMIAL PROCESS OF SCAPULA CHOOSE S42.11 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S42.11	447561005	447639009
9f0bd012-379c-5c3d-8a5c-820a5fc9ca94	20140131	1	449080006	447562003	8704005	1	3	OTHERWISE TRUE	ALWAYS S42.10 | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S42.10	447561005	447637006
2b00fa07-cc70-575f-aba7-145c1db98685	20150131	1	449080006	447562003	8824003	1	1	IFA 18615009 | Sunstroke (disorder) |	IF SUNSTROKE CHOOSE T67.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T67.0	447561005	447639009
19a056a9-e565-592f-af70-edebada0da9f	20130731	1	449080006	447562003	8824003	1	2	IFA 12979003 | Transient heat fatigue (disorder) |	IF TRANSIENT HEAT FATIGUE CHOOSE T67.6 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T67.6	447561005	447639009
